filename,class_id,x_center,y_center,width,height
ds_dsimg-1039.txt,0,0.794471,0.574007,0.411058,0.180505
ds_dsimg-1039.txt,0,0.423077,0.768953,0.543269,0.462094
ds_dsimg-1039.txt,0,0.085337,0.359206,0.165865,0.083032
ds_dsimg-104.txt,0,0.496528,0.346528,0.340278,0.237500
ds_dsimg-104.txt,0,0.657639,0.642361,0.090278,0.081944
ds_dsimg-1040.txt,0,0.688702,0.862385,0.209135,0.275229
ds_dsimg-1040.txt,0,0.600962,0.417431,0.269231,0.458716
ds_dsimg-1041.txt,0,0.092548,0.944444,0.161058,0.111111
ds_dsimg-1041.txt,0,0.526442,0.771605,0.653846,0.292181
ds_dsimg-1042.txt,0,0.444712,0.500000,0.278846,0.152174
ds_dsimg-1042.txt,0,0.840144,0.362319,0.185096,0.115942
ds_dsimg-1042.txt,0,0.806490,0.728261,0.319712,0.434783
ds_dsimg-1043.txt,0,0.489183,0.471042,0.512019,0.409266
ds_dsimg-1044.txt,0,0.336538,0.844551,0.307692,0.310897
ds_dsimg-1044.txt,0,0.645433,0.653846,0.319712,0.269231
ds_dsimg-1044.txt,0,0.197115,0.471154,0.235577,0.230769
ds_dsimg-1044.txt,0,0.381010,0.463141,0.112981,0.099359
ds_dsimg-1044.txt,0,0.638221,0.434295,0.319712,0.131410
ds_dsimg-1044.txt,0,0.673077,0.317308,0.216346,0.070513
ds_dsimg-1045.txt,0,0.583643,0.252809,0.297398,0.359551
ds_dsimg-1045.txt,0,0.321561,0.699438,0.479554,0.556180
ds_dsimg-1046.txt,0,0.550481,0.459936,0.384615,0.400641
ds_dsimg-1046.txt,0,0.804087,0.778846,0.156250,0.128205
ds_dsimg-1046.txt,0,0.300481,0.277244,0.197115,0.125000
ds_dsimg-1047.txt,0,0.719952,0.596154,0.271635,0.243590
ds_dsimg-1047.txt,0,0.675481,0.912393,0.134615,0.175214
ds_dsimg-1047.txt,0,0.471154,0.314103,0.120192,0.098291
ds_dsimg-1047.txt,0,0.331731,0.318376,0.096154,0.106838
ds_dsimg-1047.txt,0,0.212740,0.692308,0.406250,0.512821
ds_dsimg-1047.txt,0,0.582933,0.410256,0.209135,0.085470
ds_dsimg-1047.txt,0,0.443510,0.185897,0.247596,0.072650
ds_dsimg-1047.txt,0,0.677885,0.252137,0.182692,0.068376
ds_dsimg-1047.txt,0,0.725962,0.181624,0.120192,0.038462
ds_dsimg-1047.txt,0,0.939904,0.314103,0.120192,0.064103
ds_dsimg-1048.txt,0,0.501534,0.756912,0.947853,0.486175
ds_dsimg-1048.txt,0,0.509202,0.263825,0.460123,0.131336
ds_dsimg-1048.txt,0,0.323620,0.173963,0.168712,0.052995
ds_dsimg-1048.txt,0,0.475460,0.127880,0.239264,0.052995
ds_dsimg-1048.txt,0,0.702454,0.163594,0.208589,0.087558
ds_dsimg-1049.txt,0,0.504687,0.485417,0.990625,0.629167
ds_dsimg-105.txt,0,0.511806,0.489583,0.209722,0.156944
ds_dsimg-105.txt,0,0.442361,0.654861,0.059722,0.051389
ds_dsimg-1050.txt,0,0.465144,0.750000,0.122596,0.089744
ds_dsimg-1050.txt,0,0.417067,0.916667,0.156250,0.141026
ds_dsimg-1050.txt,0,0.133413,0.967949,0.117788,0.064103
ds_dsimg-1050.txt,0,0.639423,0.750000,0.096154,0.123932
ds_dsimg-1050.txt,0,0.683894,0.587607,0.079327,0.098291
ds_dsimg-1050.txt,0,0.203125,0.557692,0.098558,0.064103
ds_dsimg-1050.txt,0,0.304087,0.698718,0.324519,0.192308
ds_dsimg-1050.txt,0,0.698317,0.391026,0.151442,0.123932
ds_dsimg-1050.txt,0,0.399038,0.525641,0.264423,0.153846
ds_dsimg-1051.txt,0,0.782500,0.422222,0.330000,0.257778
ds_dsimg-1052.txt,0,0.402644,0.726688,0.324519,0.205788
ds_dsimg-1052.txt,0,0.641827,0.604502,0.182692,0.147910
ds_dsimg-1052.txt,0,0.742788,0.508039,0.182692,0.122186
ds_dsimg-1052.txt,0,0.930288,0.385852,0.076923,0.051447
ds_dsimg-1053.txt,0,0.501202,0.899573,0.213942,0.200855
ds_dsimg-1053.txt,0,0.400240,0.638889,0.156250,0.183761
ds_dsimg-1053.txt,0,0.545673,0.495726,0.120192,0.102564
ds_dsimg-1053.txt,0,0.229567,0.752137,0.117788,0.239316
ds_dsimg-1054.txt,0,0.495192,0.556090,0.951923,0.580128
ds_dsimg-1054.txt,0,0.469952,0.177885,0.348558,0.118590
ds_dsimg-1055.txt,0,0.522837,0.666667,0.377404,0.297872
ds_dsimg-1056.txt,0,0.515625,0.552885,0.449519,0.310897
ds_dsimg-1056.txt,0,0.856971,0.847756,0.286058,0.278846
ds_dsimg-1056.txt,0,0.542067,0.133013,0.305288,0.118590
ds_dsimg-1057.txt,0,0.128606,0.850943,0.218750,0.237736
ds_dsimg-1057.txt,0,0.530048,0.677358,0.372596,0.320755
ds_dsimg-1057.txt,0,0.825721,0.366038,0.213942,0.203774
ds_dsimg-1057.txt,0,0.937500,0.267925,0.125000,0.196226
ds_dsimg-1057.txt,0,0.914663,0.686792,0.170673,0.173585
ds_dsimg-1058.txt,0,0.439904,0.731481,0.158654,0.185185
ds_dsimg-1058.txt,0,0.605769,0.592593,0.197115,0.129630
ds_dsimg-1059.txt,0,0.471154,0.718412,0.442308,0.267148
ds_dsimg-1059.txt,0,0.853365,0.828520,0.259615,0.342960
ds_dsimg-1059.txt,0,0.854567,0.463899,0.286058,0.299639
ds_dsimg-106.txt,0,0.454861,0.446528,0.509722,0.426389
ds_dsimg-106.txt,0,0.761806,0.309722,0.156944,0.227778
ds_dsimg-1060.txt,0,0.724760,0.919872,0.382212,0.160256
ds_dsimg-1060.txt,0,0.614183,0.613782,0.540865,0.266026
ds_dsimg-1060.txt,0,0.362981,0.371795,0.245192,0.224359
ds_dsimg-1060.txt,0,0.748798,0.277244,0.112981,0.067308
ds_dsimg-1061.txt,0,0.544471,0.812274,0.911058,0.353791
ds_dsimg-1061.txt,0,0.493990,0.545126,0.286058,0.180505
ds_dsimg-1062.txt,0,0.503606,0.455128,0.992788,0.762821
ds_dsimg-1063.txt,0,0.653846,0.642599,0.206731,0.158845
ds_dsimg-1063.txt,0,0.804087,0.671480,0.088942,0.093863
ds_dsimg-1064.txt,0,0.292067,0.844017,0.300481,0.311966
ds_dsimg-1065.txt,0,0.500000,0.849785,0.153846,0.137339
ds_dsimg-1065.txt,0,0.319712,0.697425,0.110577,0.098712
ds_dsimg-1065.txt,0,0.317308,0.581545,0.052885,0.055794
ds_dsimg-1066.txt,0,0.587740,0.490826,0.555288,0.899083
ds_dsimg-1067.txt,0,0.451923,0.572464,0.423077,0.311594
ds_dsimg-1068.txt,0,0.307692,0.489286,0.192308,0.250000
ds_dsimg-1068.txt,0,0.463942,0.203571,0.187500,0.164286
ds_dsimg-1068.txt,0,0.716346,0.660714,0.533654,0.678571
ds_dsimg-1069.txt,0,0.710337,0.639535,0.483173,0.581395
ds_dsimg-107.txt,0,0.476389,0.517361,0.313889,0.240278
ds_dsimg-1070.txt,0,0.652644,0.761733,0.550481,0.433213
ds_dsimg-1071.txt,0,0.581667,0.414573,0.630000,0.537688
ds_dsimg-1072.txt,0,0.554087,0.802752,0.762019,0.330275
ds_dsimg-1072.txt,0,0.498798,0.555046,0.483173,0.211009
ds_dsimg-1072.txt,0,0.354567,0.396789,0.353365,0.133028
ds_dsimg-1072.txt,0,0.468750,0.277523,0.192308,0.068807
ds_dsimg-1073.txt,0,0.477163,0.634615,0.944712,0.551282
ds_dsimg-1074.txt,0,0.604567,0.710970,0.699519,0.426160
ds_dsimg-1074.txt,0,0.103365,0.523207,0.201923,0.227848
ds_dsimg-1075.txt,0,0.521635,0.564982,0.639423,0.841155
ds_dsimg-1076.txt,0,0.484375,0.796029,0.526442,0.407942
ds_dsimg-1076.txt,0,0.872596,0.436823,0.254808,0.158845
ds_dsimg-1077.txt,0,0.417067,0.568548,0.487981,0.190860
ds_dsimg-1077.txt,0,0.444712,0.125000,0.173077,0.077957
ds_dsimg-1077.txt,0,0.926683,0.743280,0.146635,0.180108
ds_dsimg-1078.txt,0,0.630000,0.675595,0.566667,0.434524
ds_dsimg-1078.txt,0,0.831667,0.095238,0.156667,0.095238
ds_dsimg-1078.txt,0,0.866667,0.187500,0.133333,0.077381
ds_dsimg-1078.txt,0,0.313333,0.244048,0.293333,0.261905
ds_dsimg-1079.txt,0,0.695913,0.500000,0.516827,0.623932
ds_dsimg-108.txt,0,0.494444,0.363889,0.238889,0.177778
ds_dsimg-108.txt,0,0.372917,0.409028,0.101389,0.093056
ds_dsimg-108.txt,0,0.753472,0.281944,0.081944,0.044444
ds_dsimg-108.txt,0,0.451389,0.880556,0.163889,0.169444
ds_dsimg-108.txt,0,0.966667,0.711806,0.066667,0.087500
ds_dsimg-1080.txt,0,0.466346,0.623932,0.927885,0.743590
ds_dsimg-1081.txt,0,0.490385,0.817406,0.894231,0.365188
ds_dsimg-1081.txt,0,0.539663,0.549488,0.415865,0.143345
ds_dsimg-1082.txt,0,0.480769,0.709957,0.947115,0.580087
ds_dsimg-1083.txt,0,0.645433,0.382671,0.569712,0.238267
ds_dsimg-1083.txt,0,0.275240,0.761733,0.545673,0.332130
ds_dsimg-1084.txt,0,0.420673,0.735931,0.798077,0.476190
ds_dsimg-1084.txt,0,0.903846,0.404762,0.192308,0.186147
ds_dsimg-1084.txt,0,0.933894,0.664502,0.132212,0.160173
ds_dsimg-1085.txt,0,0.292067,0.743590,0.141827,0.102564
ds_dsimg-1085.txt,0,0.371394,0.634615,0.204327,0.106838
ds_dsimg-1085.txt,0,0.568510,0.839744,0.137019,0.123932
ds_dsimg-1085.txt,0,0.764423,0.824786,0.158654,0.111111
ds_dsimg-1085.txt,0,0.390625,0.835470,0.108173,0.072650
ds_dsimg-1085.txt,0,0.239183,0.440171,0.103365,0.076923
ds_dsimg-1085.txt,0,0.560096,0.440171,0.072115,0.085470
ds_dsimg-1085.txt,0,0.603365,0.668803,0.139423,0.149573
ds_dsimg-1085.txt,0,0.820913,0.207265,0.161058,0.106838
ds_dsimg-1085.txt,0,0.957933,0.151709,0.084135,0.072650
ds_dsimg-1085.txt,0,0.739183,0.130342,0.079327,0.047009
ds_dsimg-1085.txt,0,0.850962,0.117521,0.149038,0.081197
ds_dsimg-1085.txt,0,0.676683,0.057692,0.165865,0.072650
ds_dsimg-1085.txt,0,0.913462,0.055556,0.125000,0.068376
ds_dsimg-1085.txt,0,0.808894,0.555556,0.112981,0.153846
ds_dsimg-1085.txt,0,0.483173,0.292735,0.081731,0.115385
ds_dsimg-1085.txt,0,0.187500,0.126068,0.091346,0.072650
ds_dsimg-1086.txt,0,0.521635,0.506410,0.899038,0.474359
ds_dsimg-1086.txt,0,0.795673,0.120192,0.365385,0.195513
ds_dsimg-1087.txt,0,0.502500,0.513333,0.995000,0.715556
ds_dsimg-1088.txt,0,0.715144,0.336538,0.300481,0.153846
ds_dsimg-1088.txt,0,0.912260,0.407051,0.069712,0.076923
ds_dsimg-1088.txt,0,0.371394,0.676282,0.463942,0.179487
ds_dsimg-1088.txt,0,0.147837,0.894231,0.194712,0.185897
ds_dsimg-1088.txt,0,0.347356,0.932692,0.165865,0.134615
ds_dsimg-1088.txt,0,0.402644,0.075321,0.098558,0.118590
ds_dsimg-1089.txt,0,0.737981,0.622776,0.283654,0.185053
ds_dsimg-1089.txt,0,0.389423,0.820285,0.740385,0.238434
ds_dsimg-1089.txt,0,0.188702,0.539146,0.367788,0.138790
ds_dsimg-1089.txt,0,0.926683,0.489324,0.146635,0.124555
ds_dsimg-1089.txt,0,0.688702,0.473310,0.310096,0.106762
ds_dsimg-1089.txt,0,0.426683,0.407473,0.108173,0.081851
ds_dsimg-1089.txt,0,0.042067,0.446619,0.079327,0.053381
ds_dsimg-1089.txt,0,0.242788,0.368327,0.177885,0.032028
ds_dsimg-1089.txt,0,0.054087,0.380783,0.103365,0.035587
ds_dsimg-1089.txt,0,0.955529,0.606762,0.088942,0.096085
ds_dsimg-109.txt,0,0.547222,0.403472,0.158333,0.129167
ds_dsimg-109.txt,0,0.511111,0.618056,0.238889,0.230556
ds_dsimg-109.txt,0,0.200000,0.659722,0.233333,0.130556
ds_dsimg-1090.txt,0,0.488750,0.491968,0.617500,0.662651
ds_dsimg-1091.txt,0,0.411058,0.564103,0.235577,0.131868
ds_dsimg-1091.txt,0,0.502404,0.712454,0.312500,0.208791
ds_dsimg-1091.txt,0,0.609375,0.899267,0.290865,0.164835
ds_dsimg-1091.txt,0,0.662260,0.681319,0.127404,0.146520
ds_dsimg-1092.txt,0,0.269231,0.529197,0.134615,0.153285
ds_dsimg-1092.txt,0,0.381010,0.465328,0.127404,0.135036
ds_dsimg-1092.txt,0,0.270433,0.709854,0.189904,0.164234
ds_dsimg-1092.txt,0,0.396635,0.768248,0.139423,0.178832
ds_dsimg-1092.txt,0,0.537260,0.804745,0.098558,0.178832
ds_dsimg-1092.txt,0,0.566106,0.620438,0.137019,0.197080
ds_dsimg-1092.txt,0,0.715144,0.901460,0.137019,0.197080
ds_dsimg-1092.txt,0,0.182692,0.200730,0.120192,0.102190
ds_dsimg-1092.txt,0,0.579327,0.240876,0.163462,0.233577
ds_dsimg-1092.txt,0,0.718750,0.354015,0.129808,0.094891
ds_dsimg-1092.txt,0,0.622596,0.468978,0.120192,0.113139
ds_dsimg-1092.txt,0,0.050481,0.589416,0.091346,0.156934
ds_dsimg-1092.txt,0,0.064904,0.288321,0.048077,0.087591
ds_dsimg-1092.txt,0,0.173077,0.343066,0.110577,0.102190
ds_dsimg-1093.txt,0,0.352163,0.797009,0.483173,0.294872
ds_dsimg-1093.txt,0,0.754808,0.519231,0.312500,0.141026
ds_dsimg-1094.txt,0,0.207933,0.305046,0.262019,0.123853
ds_dsimg-1094.txt,0,0.846154,0.550459,0.302885,0.220183
ds_dsimg-1094.txt,0,0.855769,0.862385,0.278846,0.275229
ds_dsimg-1094.txt,0,0.097356,0.642202,0.185096,0.394495
ds_dsimg-1094.txt,0,0.399038,0.557339,0.538462,0.279817
ds_dsimg-1094.txt,0,0.280048,0.754587,0.382212,0.362385
ds_dsimg-1094.txt,0,0.562500,0.924312,0.129808,0.142202
ds_dsimg-1095.txt,0,0.626202,0.884615,0.564904,0.173077
ds_dsimg-1095.txt,0,0.846154,0.570513,0.307692,0.121795
ds_dsimg-1095.txt,0,0.379808,0.556090,0.331731,0.092949
ds_dsimg-1095.txt,0,0.525240,0.451923,0.290865,0.070513
ds_dsimg-1095.txt,0,0.120192,0.834936,0.230769,0.118590
ds_dsimg-1096.txt,0,0.490385,0.410256,0.504808,0.350427
ds_dsimg-1096.txt,0,0.840144,0.839744,0.242788,0.320513
ds_dsimg-1097.txt,0,0.545000,0.532500,0.636667,0.455000
ds_dsimg-1098.txt,0,0.713942,0.633858,0.389423,0.346457
ds_dsimg-1099.txt,0,0.854567,0.873391,0.127404,0.253219
ds_dsimg-1099.txt,0,0.783654,0.781116,0.120192,0.120172
ds_dsimg-1099.txt,0,0.965144,0.658798,0.069712,0.124464
ds_dsimg-1099.txt,0,0.911058,0.740343,0.177885,0.193133
ds_dsimg-1099.txt,0,0.689904,0.931330,0.110577,0.103004
ds_dsimg-1099.txt,0,0.308894,0.755365,0.555288,0.377682
ds_dsimg-1099.txt,0,0.657452,0.675966,0.084135,0.124464
ds_dsimg-11.txt,0,0.478472,0.509722,0.337500,0.338889
ds_dsimg-110.txt,0,0.598611,0.486806,0.575000,0.168056
ds_dsimg-110.txt,0,0.181944,0.274306,0.136111,0.037500
ds_dsimg-1100.txt,0,0.114183,0.570513,0.213942,0.141026
ds_dsimg-1100.txt,0,0.237981,0.448718,0.312500,0.128205
ds_dsimg-1100.txt,0,0.602163,0.495726,0.286058,0.170940
ds_dsimg-1100.txt,0,0.418269,0.801282,0.721154,0.397436
ds_dsimg-1100.txt,0,0.909856,0.694444,0.180288,0.260684
